Number,Spokesperson,Spokesperson.Attitude,Country,Knowledge.SD,Age.Group,Gender,Employment,City.size1,FAC.SCFM,Message.Sharing,Suport.SD,Current.Practice.SD,Future.Practice.SD,Num.Measures.SD,Age,Education,Household.Size,Settlement.Size,Concern.Situation,Concern.Others,Others.SD,Movement,Infection.percent,Subjective.Health,Satisfaction.Government,PH.vs.Economy,Religiosity,Q6.Self.Isolation,Q6.Quarantine.Zones,Q6.Closing.Borders,Q6.Meeting.Friends,Q6.Physical.Distance,Q6.Closing.Businesses,Q6.Public.Transportation,Q6.Canceling.Events,Q6.No.Workplace,Q6.Self.Isolation1,Q6.Quarantine.Zones1,Q6.Closing.Borders1,Q6.Meeting.Friends1,Q6.Physical.Distance1,Q6.Closing.Businesses1,Q6.Public.Transportation1,Q6.Canceling.Events1,Q6.No.Workplace1
7026,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Unemployed,City,0.933,1,7,7,7,9,39,4,2,4,7,6,4,1,3,3,1,5,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7027,No Spokesperson,NA,ES,Yes,Old,Female,Retired,City,0.82,3,7,7,7,8,68,4,3,4,6,6,2,1,8,4,1,2,7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,1,1,0,1,1,1,1
7028,No Spokesperson,NA,ES,Yes,Young,Female,Employed,City,0.82,1,7,7,7,8,24,6,4,4,3,4,3,1,2,4,3,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
7029,No Spokesperson,NA,ES,Yes,Old,Male,Employed,City,0.251,4,7,7,7,3,57,6,3,4,7,7,6,1,1,4,7,7,2,Yes,Yes,No,No,No,No,No,No,Yes,1,1,0,0,0,0,0,0,1
7030,No Spokesperson,NA,ES,Yes,Old,Male,Employed,City,0.024,7,7,7,7,1,60,5,3,4,7,6,4,4,6,5,4,4,7,No,No,No,No,Yes,No,No,No,No,0,0,0,0,1,0,0,0,0
7031,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,City,-0.266,5,7,5,7,4,46,4,5,4,7,7,4,2,8,4,1,1,2,Yes,Yes,Yes,No,No,No,Yes,No,No,1,1,1,0,0,0,1,0,0
7032,No Spokesperson,NA,ES,Yes,Young,Female,Unemployed,City,0.661,5,6,7,7,9,24,6,5,4,7,7,5,1,3,5,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7033,No Spokesperson,NA,ES,Yes,Young,Male,Unemployed,City,-0.927,1,3,6,7,5,30,3,2,4,2,4,5,1,7,4,4,2,2,No,Yes,Yes,No,No,Yes,Yes,Yes,No,0,1,1,0,0,1,1,1,0
7034,No Spokesperson,NA,ES,Yes,Old,Male,Employed,City,0.18,5,7,7,6,5,61,3,2,4,6,6,5,2,8,3,5,4,4,Yes,No,No,No,Yes,Yes,No,Yes,Yes,1,0,0,0,1,1,0,1,1
7035,No Spokesperson,NA,ES,Yes,Young,Female,Student,City,0.618,3,7,6,7,9,23,6,5,4,7,7,4,1,1,5,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7036,No Spokesperson,NA,ES,Yes,Young,Male,Unemployed,City,-0.066,1,5,7,7,5,29,4,1,4,2,2,5,1,2,5,1,1,6,No,Yes,Yes,No,Yes,No,Yes,Yes,No,0,1,1,0,1,0,1,1,0
7037,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,City,-1.682,1,4,5,5,4,37,6,3,4,7,6,2,1,2,5,1,7,5,No,Yes,Yes,No,No,No,Yes,Yes,No,0,1,1,0,0,0,1,1,0
7038,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,City,-0.064,1,7,6,7,3,46,3,3,4,6,7,3,2,1,3,4,4,5,Yes,No,No,No,No,No,Yes,No,Yes,1,0,0,0,0,0,1,0,1
7039,No Spokesperson,NA,ES,Yes,Young,Male,Student,City,-0.025,1,5,7,6,8,26,3,4,4,6,6,5,1,3,5,1,1,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1,1,1
7040,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,City,0.592,1,7,7,7,6,49,6,3,4,7,7,7,1,3,2,3,3,4,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,1,0,1,0,1,1,0,1,1
7041,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,City,0.933,7,7,7,7,9,35,4,3,4,7,7,3,1,7,4,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7042,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,City,0.933,7,7,7,7,9,33,3,3,4,7,7,4,1,6,2,1,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7043,No Spokesperson,NA,ES,Yes,Young,Male,Employed,City,0.933,7,7,7,7,9,27,6,3,4,7,7,4,2,4,4,4,5,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7044,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,City,0.933,7,7,7,7,9,37,4,3,4,7,7,4,1,4,2,4,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7045,No Spokesperson,NA,ES,Yes,Young,Male,Employed,City,0.933,4,7,7,7,9,31,6,2,4,5,7,3,1,6,4,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7046,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,City,0.303,1,7,5,7,9,35,6,1,4,6,7,4,1,7,4,5,6,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7047,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,City,-1.636,6,5,5,5,2,37,5,4,4,7,7,2,5,1,4,5,3,5,No,No,Yes,No,No,No,Yes,No,No,0,0,1,0,0,0,1,0,0
7048,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,City,0.82,3,7,7,7,8,37,6,2,4,7,7,5,7,9,4,5,6,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1,1,1
7049,No Spokesperson,NA,ES,Yes,Old,Female,Employed,City,0.479,6,7,7,7,5,63,3,2,4,7,7,4,2,5,5,3,2,7,No,No,Yes,Yes,Yes,Yes,No,Yes,No,0,0,1,1,1,1,0,1,0
7050,No Spokesperson,NA,ES,Yes,Young,Female,Unemployed,City,0.407,7,7,7,6,7,21,4,4,4,6,6,4,1,3,4,3,2,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
7051,No Spokesperson,NA,ES,Yes,Young,Male,Employed,City,0.592,1,7,7,7,6,24,6,6,4,3,5,5,1,9,5,4,5,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,1,1,0,1,1,1,0,1,0
7052,No Spokesperson,NA,ES,Yes,Old,Female,Retired,City,-0.136,5,7,6,6,5,53,4,4,4,6,7,4,1,3,4,5,5,1,Yes,Yes,No,Yes,No,Yes,No,Yes,No,1,1,0,1,0,1,0,1,0
7053,No Spokesperson,NA,ES,Yes,Young,Female,Student,City,0.391,7,7,6,7,7,21,4,4,4,6,6,4,1,2,4,2,1,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,1,1,1,1,1,0,1,0
7054,No Spokesperson,NA,ES,Yes,Old,Female,Unemployed,City,0.933,5,7,7,7,9,53,3,1,4,7,7,6,1,4,2,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7055,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,City,0.933,7,7,7,7,9,35,4,4,4,7,7,3,1,4,3,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7056,No Spokesperson,NA,ES,Yes,Old,Female,Retired,City,0.82,7,7,7,7,8,69,5,1,4,5,7,5,1,2,5,7,6,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1,1,1
7057,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,City,0.003,4,7,5,6,9,40,3,2,4,6,7,2,1,6,3,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7058,No Spokesperson,NA,ES,Yes,Young,Male,Student,City,-1.067,1,4,6,6,4,26,6,4,4,4,3,3,3,4,4,4,5,5,Yes,Yes,No,Yes,No,No,No,Yes,No,1,1,0,1,0,0,0,1,0
7059,No Spokesperson,NA,ES,Yes,Young,Female,Employed,City,0.706,1,7,7,7,7,25,3,3,4,7,7,5,1,4,3,1,1,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
7060,No Spokesperson,NA,ES,Yes,Old,Female,Unemployed,City,0.933,7,7,7,7,9,51,6,3,4,7,7,4,1,4,4,3,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7061,No Spokesperson,NA,ES,Yes,Young,Male,Student,City,-0.295,1,6,6,6,6,20,5,4,4,6,7,7,1,1,4,6,5,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,1,1,1,0,0,1,1,1,0
7062,No Spokesperson,NA,ES,Yes,Young,Female,Student,City,0.275,1,5,7,7,8,23,3,3,4,7,7,3,1,3,4,1,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
7063,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,City,0.361,1,6,7,6,9,34,3,1,4,5,7,5,1,3,4,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7064,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,City,-0.226,2,5,6,6,9,43,3,3,4,6,7,4,1,3,4,3,6,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7065,No Spokesperson,NA,ES,Yes,Young,Female,Unemployed,City,0.32,7,6,7,7,6,25,4,2,4,7,7,5,2,1,4,4,1,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,1,0,1,0,1,1,1,1,0
7066,No Spokesperson,NA,ES,Yes,Young,Male,Unemployed,City,0.933,7,7,7,7,9,22,4,5,4,6,7,4,1,6,3,6,6,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7067,No Spokesperson,NA,ES,Yes,Old,Female,Retired,City,0.407,7,7,7,6,7,68,5,2,4,7,7,6,1,4,5,5,6,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
7068,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,City,0.933,1,7,7,7,9,39,6,1,4,5,5,4,2,7,4,3,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7069,No Spokesperson,NA,ES,Yes,Old,Female,Unemployed,City,0.365,4,7,7,7,4,62,6,3,4,7,7,4,1,3,3,4,3,2,Yes,No,Yes,No,Yes,No,No,Yes,No,1,0,1,0,1,0,0,1,0
7070,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,City,0.118,5,6,6,7,7,36,3,2,4,7,7,4,2,1,3,4,4,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,1,1,1,1,1,1,1,0
7071,No Spokesperson,NA,ES,Yes,Young,Female,Student,City,0.706,1,7,7,7,7,21,6,3,4,6,7,3,1,4,4,2,3,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,1,1,1,1,1,0,1,0
7072,No Spokesperson,NA,ES,Yes,Old,Male,Retired,City,0.933,7,7,7,7,9,66,3,1,4,7,7,5,1,4,3,4,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7073,No Spokesperson,NA,ES,Yes,Young,Male,Student,City,-0.91,1,7,4,4,9,25,6,2,4,4,4,3,2,1,5,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7074,No Spokesperson,NA,ES,Yes,Young,Male,Employed,City,0.206,4,6,7,7,5,26,3,1,4,7,6,5,1,2,4,4,5,2,Yes,No,No,Yes,No,Yes,Yes,Yes,No,1,0,0,1,0,1,1,1,0
7075,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,City,0.024,3,7,7,7,1,39,4,4,4,7,7,6,1,1,4,6,6,4,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
7076,No Spokesperson,NA,ES,Yes,Young,Female,Student,City,-0.181,3,6,6,6,7,20,4,3,4,7,7,5,1,4,4,1,2,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,1,1,0,1,1,1,1,0
7077,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,Town,0.933,1,7,7,7,9,36,2,2,3,7,7,5,1,4,2,2,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7078,No Spokesperson,NA,ES,Yes,Young,Female,Unemployed,Town,0.091,7,7,6,6,7,24,6,2,3,7,7,6,1,2,3,6,7,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
7079,No Spokesperson,NA,ES,Yes,Old,Female,Employed,Town,-0.226,2,5,6,6,9,63,5,3,3,3,5,5,1,2,5,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7080,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,Town,-0.539,3,7,4,6,7,40,6,4,3,7,7,2,1,5,4,1,1,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
7081,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,Town,0.618,1,7,6,7,9,36,4,4,3,5,5,6,1,1,4,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7082,No Spokesperson,NA,ES,Yes,Young,Female,Unemployed,Town,0.82,4,7,7,7,8,20,6,4,3,7,7,3,1,3,4,4,2,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
7083,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,Town,0.933,1,7,7,7,9,38,4,1,3,7,7,4,7,2,4,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7084,No Spokesperson,NA,ES,Yes,Young,Female,Student,Town,0.003,3,7,5,6,9,23,4,2,3,6,7,5,1,3,5,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7085,No Spokesperson,NA,ES,Yes,Old,Male,Retired,Town,0.251,1,7,7,7,3,63,4,2,3,6,7,6,1,6,4,5,4,2,Yes,No,No,No,Yes,No,No,Yes,No,1,0,0,0,1,0,0,1,0
7086,No Spokesperson,NA,ES,Yes,Young,Female,Student,Town,0.618,1,7,6,7,9,22,4,4,3,7,7,3,1,3,4,4,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7087,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Unemployed,Town,0.933,7,7,7,7,9,40,5,1,3,7,7,7,1,1,5,7,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7088,No Spokesperson,NA,ES,Yes,Young,Female,Employed,Town,0.933,4,7,7,7,9,24,4,2,3,7,7,4,1,1,4,2,3,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7089,No Spokesperson,NA,ES,Yes,Young,Female,Employed,Town,0.205,4,7,6,6,8,26,5,2,3,6,5,3,2,7,2,1,1,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
7090,No Spokesperson,NA,ES,Yes,Young,Male,Employed,Town,0.661,5,6,7,7,9,30,5,3,3,6,6,4,2,3,3,1,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7091,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,Town,0.335,4,7,7,5,9,40,5,3,3,7,7,3,1,3,3,1,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7092,No Spokesperson,NA,ES,Yes,Young,Male,Employed,Town,-1.695,1,3,7,3,6,27,5,3,3,1,1,7,1,6,3,1,4,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,1,1,1,0,1,1,1,0
7093,No Spokesperson,NA,ES,Yes,Young,Female,Unemployed,Town,0.547,5,6,7,7,8,30,6,2,3,7,7,5,1,7,3,2,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
7094,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,Town,-2.14,7,7,2,2,9,39,6,3,3,6,7,5,7,2,3,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7095,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,Town,0.933,7,7,7,7,9,37,6,2,3,7,7,3,1,1,2,5,7,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7096,No Spokesperson,NA,ES,Yes,Young,Female,Student,Town,0.933,5,7,7,7,9,23,6,4,3,6,7,4,7,3,2,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7097,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,Town,0.933,5,7,7,7,9,34,4,4,3,7,7,5,1,2,3,5,5,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7098,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Self-employed,Town,0.388,1,5,7,7,9,40,6,1,3,5,5,2,1,5,5,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7099,No Spokesperson,NA,ES,Yes,Young,Female,Employed,Town,-0.681,4,5,6,6,5,26,2,2,3,7,6,4,1,4,2,1,3,4,Yes,No,Yes,No,No,No,Yes,Yes,Yes,1,0,1,0,0,0,1,1,1
7100,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,Town,0.091,4,7,6,6,7,44,4,4,3,7,7,5,1,2,5,7,7,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
7101,No Spokesperson,NA,ES,Yes,Old,Male,Employed,Town,0.361,7,6,7,6,9,59,6,2,3,6,6,5,1,1,4,3,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7102,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,Town,0.933,7,7,7,7,9,43,5,3,3,5,6,4,1,3,4,2,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7103,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Self-employed,Town,0.933,3,7,7,7,9,40,6,2,3,6,7,4,1,2,3,5,7,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7104,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,Town,0.933,1,7,7,7,9,38,6,4,3,6,7,5,1,2,5,5,5,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7105,No Spokesperson,NA,ES,Yes,Old,Female,Self-employed,Town,-0.224,3,7,5,6,7,61,6,2,3,5,6,6,1,3,3,6,5,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
7106,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,Town,0.706,1,7,7,7,7,39,6,2,3,6,7,6,1,4,4,5,6,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
7107,No Spokesperson,NA,ES,Yes,Young,Female,Student,Town,0.05,6,7,6,7,4,23,6,4,3,7,7,5,1,4,5,3,1,6,Yes,No,Yes,No,No,Yes,No,Yes,No,1,0,1,0,0,1,0,1,0
7108,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,Town,0.388,7,5,7,7,9,37,3,3,3,5,7,3,1,2,5,5,6,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7109,No Spokesperson,NA,ES,Yes,Old,Female,Employed,Town,0.251,3,7,7,7,3,51,6,4,3,7,7,5,1,2,3,3,2,6,Yes,No,No,No,No,Yes,No,No,Yes,1,0,0,0,0,1,0,0,1
7110,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Self-employed,Town,0.933,7,7,7,7,9,36,5,2,3,7,7,5,2,3,5,3,7,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7111,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,Town,0.933,2,7,7,7,9,34,5,2,3,7,7,4,1,1,3,4,2,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7112,No Spokesperson,NA,ES,Yes,Young,Male,Unemployed,Town,0.248,2,6,7,6,8,26,5,4,3,6,7,6,1,1,3,5,5,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
7113,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,Town,0.933,5,7,7,7,9,39,4,2,3,5,7,5,1,1,4,2,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7114,No Spokesperson,NA,ES,Yes,Young,Female,Unemployed,Town,0.706,1,7,7,7,7,25,4,3,3,7,7,4,1,6,2,2,4,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
7115,No Spokesperson,NA,ES,Yes,Young,Male,Employed,Town,0.933,4,7,7,7,9,29,4,4,3,7,7,4,1,5,4,3,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7116,No Spokesperson,NA,ES,Yes,Young,Female,Employed,Town,-0.59,3,7,6,6,1,24,5,3,3,7,7,4,1,3,5,1,2,7,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
7117,No Spokesperson,NA,ES,Yes,Young,Female,Student,Town,0.82,7,7,7,7,8,20,4,5,3,5,7,5,1,2,4,7,4,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,1,1,0,1,1
7118,No Spokesperson,NA,ES,Yes,Young,Male,Employed,Town,0.82,5,7,7,7,8,30,4,4,3,6,7,6,1,7,4,1,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
7119,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Unemployed,Town,-0.266,7,7,5,7,4,34,4,2,3,7,4,3,1,3,2,1,1,1,Yes,Yes,Yes,Yes,No,No,No,No,No,1,1,1,1,0,0,0,0,0
7120,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,Town,-0.022,7,7,6,6,6,50,6,3,3,7,7,4,1,2,3,4,4,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,1,1,0,1,1,1,0,1,0
7121,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Employed,Town,0.933,4,7,7,7,9,41,4,3,3,7,7,4,1,1,5,6,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7122,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,Town,0.706,7,7,7,7,7,37,3,4,3,7,7,4,1,3,2,2,1,3,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,0,1,1,1,1,0,1,1
7123,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Unemployed,Town,0.52,5,7,7,6,8,38,3,4,3,7,7,5,1,3,3,1,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
7124,No Spokesperson,NA,ES,Yes,Young,Male,Employed,Town,0.592,1,7,7,7,6,28,3,5,3,6,4,6,1,2,5,1,1,2,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
7125,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,Town,0.391,7,7,6,7,7,40,4,4,3,7,7,6,1,3,4,7,5,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
7126,No Spokesperson,NA,ES,Yes,Old,Female,Unemployed,Town,0.933,6,7,7,7,9,66,6,2,3,5,7,6,1,1,5,2,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7127,No Spokesperson,NA,ES,Yes,Young,Female,Unemployed,Town,0.933,5,7,7,7,9,26,6,4,3,6,7,4,1,8,3,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
7128,No Spokesperson,NA,ES,Yes,Young,Female,Unemployed,Town,0.82,1,7,7,7,8,29,6,2,3,6,7,4,1,2,3,4,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
7129,No Spokesperson,NA,ES,Yes,Old,Female,Retired,Town,-0.408,7,6,6,6,5,68,4,3,3,5,7,4,1,2,5,3,2,4,No,No,Yes,Yes,Yes,Yes,No,Yes,No,0,0,1,1,1,1,0,1,0
7130,No Spokesperson,NA,ES,Yes,Mid-Age,Male,Unemployed,Town,0.706,4,7,7,7,7,38,6,2,3,3,4,6,1,1,5,4,4,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,1,1,1,1,1,0,1,0
7131,No Spokesperson,NA,ES,Yes,Mid-Age,Female,Employed,Town,0.504,1,7,6,7,8,35,4,3,3,7,7,5,1,1,3,1,1,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
7132,No Spokesperson,NA,ES,Yes,Young,Male,Employed,Town,-0.812,4,6,4,6,7,29,6,4,3,6,6,6,2,3,4,1,4,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,1,1,1,1,1,1,1,0
